Fitness,Label,TL,BL,IC
-3.5946,0,3.594559028,-7.268937253,8.849099943
-5.073,0,-7.864762768,3.075146973,-0.233042534
2.3035,1,5.581034465,4.300741568,16.14882242
-5.3139,0,7.818450087,-3.316738945,7.949833293
4.046,1,-6.043803466,-9.389181074,9.762970415
-0.0004,0,0.000448712,-0.401557177,16.18888952
0.2001,1,2.197332968,2.353327792,14.37769223
-0.4628,0,6.109788491,1.534430312,-12.68310122
-5.2007,0,-5.201359789,7.730238662,-18.8530339
0,1,-0.20197223,-6.641457086,19.14722599
-1.9878,0,4.253889434,0.009432483,-1.156465018
-5.6373,0,-8.807622648,3.639438083,-18.3027545
-2.4308,0,-8.571090708,0.432996849,-16.13079897
4.3537,1,6.362971077,6.350941842,8.897583695
-5.0885,0,-7.00269115,3.192105058,0.7437977
0.9826,1,9.459491095,2.979829854,12.01322301
0,1,-0.924045825,-1.352169924,13.01255182
5.3387,1,-8.330603703,-7.336579848,-13.06445548
-2.1806,0,-2.181243954,6.627594857,12.13457566
0.017,1,-8.790576417,-2.014844588,1.07503322
-1.664,0,-1.664010641,3.137197819,5.118934368
-0.6309,0,-4.160318401,-1.366976595,-19.38051497
-7.8784,0,9.681274488,-6.656631802,-15.7513462
0.554,1,-2.551805199,-6.037631949,-0.412494479
-3.2095,0,-3.210131732,9.032609296,16.81328159
-6.7512,0,-8.946460046,4.75716191,-9.235222944
-1.2217,0,-1.5432877,0.957418024,17.70947937
-1.6451,0,-1.645117914,9.661049329,-7.941802052
1.3296,1,4.021975118,3.326777032,1.565058602
1.3334,1,3.962110404,3.330558268,-12.87470182
-7.4391,0,-7.439712006,9.981607895,-13.15515735
-3.2218,0,-9.347983589,1.223995854,15.27466002
-3.3835,0,3.383506091,-6.191334656,-5.243338157
-0.7855,0,-0.785481255,9.632759019,-13.74380191
0.8981,1,7.110456117,2.895290737,-4.949111589
-0.5629,0,-6.181526095,-1.43494014,-0.719117559
-3.788,0,-7.587767734,1.790149694,-10.95249281
-1.9836,0,-2.307617513,1.659727655,-9.927755101
-3.234,0,-4.191186714,2.341817688,-9.388763608
4.4903,1,6.487525334,9.653267994,9.209951691
-2.3688,0,-3.122459918,1.681386666,-15.68923939
5.5959,1,8.126163013,7.59307449,12.71042237
-3.3295,0,-4.785440019,1.887125013,-19.09949629
0,1,-1.494813596,-3.745622264,-13.54061023
-0.4555,0,-6.424676265,-1.542286218,-16.23082644
-1.2696,0,1.970473375,-0.581514873,7.837972532
0.7734,1,3.997756999,2.770615165,-18.65584656
1.6102,1,-8.623878018,-3.608005296,1.234571228
-2.4634,0,3.088914155,-1.847616059,12.79924891
2.37,1,4.367178864,9.372986605,1.253356263
1.4993,1,-3.497086364,-7.887415933,4.43834635
-3.5281,0,5.576044836,-1.530941621,-16.36706857
2.6727,1,-4.670570184,-6.926865648,-8.759787899
-0.8667,0,-1.19829722,0.542854835,-1.703025372
-1.6362,0,7.507431972,0.361042167,17.74490498
0.757,1,2.754181961,9.153878797,-10.37171858
-3.5224,0,3.522446077,-4.218708567,6.872326617
-3.9028,0,3.902809991,-8.640144631,-9.808393736
-4.4374,0,-5.519199384,3.35665454,13.77568626
-3.1101,0,-3.110751774,5.610393055,7.01328263
-4.0412,0,-9.865693714,2.043409752,-4.529152219
5.9612,1,-8.508437226,-7.95902308,1.232385391
0,1,-0.158518083,-0.443385221,13.3473567
2.9789,1,-4.976711686,-7.174922499,-8.545257406
1.9883,1,4.045759599,3.98551933,-11.42014757
0,1,-0.41326667,-6.581675721,18.62477941
3.208,1,-6.725982634,-5.205855608,-13.97296073
1.5706,1,4.307566806,3.567825717,15.4822515
1.663,1,8.834509293,3.660233544,11.38438229
0.9618,1,-8.212392842,-2.959634575,-8.559422332
0,1,-1.567737721,-8.09902112,16.13772736
0,1,1.433513302,2.574571737,3.208526872
0.5815,1,-2.579289913,-6.091415718,-0.271452875
0,1,-1.371960224,-5.754218664,16.35620972
1.283,1,-8.658106568,-3.28087809,1.201812936
0,1,-0.489954768,-7.110387987,18.54485341
3.5293,1,-5.527090448,-7.166934845,-9.388378825
0,1,-1.664711139,-4.007714264,-13.13615836
4.736,1,-8.633620192,-6.733818677,5.82777263
4.6535,1,6.650695185,9.467055777,9.563901657
5.3844,1,7.381550764,8.632990928,11.1492822
5.1189,1,-8.1579259,-7.116722651,-12.48757397
0.7003,1,6.527748249,2.697478169,-17.14045501
4.347,1,6.344200577,9.550032563,8.546028338
0.8643,1,3.886975368,2.861540643,-17.23978682
1.9223,1,-3.920095644,-6.541002904,-9.297559916
1.2523,1,4.149200451,3.249533202,0.832184971
3.5011,1,-5.498915982,-7.437831597,4.979838876
0,1,-1.83889894,-4.276424618,-12.72149326
1.1299,1,9.416937596,3.12706271,12.03547431
1.2932,1,3.897377434,3.29035296,-12.98389172
4.1574,1,6.154590243,9.413458079,7.667696276
0,1,-1.866046927,-4.318304388,-12.65686576
4.2094,1,6.304705068,6.206571827,5.815726898
-0.363,0,-1.513019204,-0.781672679,10.80638914
-3.5499,0,-3.550563856,5.694785895,-1.145713852
4.4847,1,-9.284745335,-6.482511686,8.870321336
0,1,-0.530280141,-6.945575991,-6.355015718
-2.1478,0,2.147784275,-6.165094891,9.537073599
-5.1424,0,-5.143008034,8.348486841,-9.237536533
-5.132383921,0,5.310000332,-6.226760464,-8.500073077
-3.522,0,-8.177730726,1.524187613,7.334529732
-0.9319,0,0.931862292,-1.485423163,5.777711257
0.9552,1,2.952352603,3.580335082,5.431468421
-7.321,0,8.903482262,-5.821301551,8.371268108
3.2776,1,-5.27538846,-7.612075044,4.292157627
-0.074,0,-0.997246061,-0.825490127,6.477790076
-4.1917,0,5.405710296,-2.995639731,6.480383934
-1.6768,0,-1.676828201,6.838583054,13.31667276
-3.5471,0,-4.871180155,2.269214736,3.289966581
0,1,0.814786742,7.398820647,-9.408838941
1.6407,1,-3.63851849,-7.615709179,17.59317881
-1.6325,0,2.911037499,-0.410735501,5.572678442
0,1,0.894322211,2.946229606,1.75543736
-1.5473,0,4.420932412,0.449906116,19.74818496
3.6286,1,-5.626467352,-7.884034535,-15.61210142
-0.0894,0,-8.72817258,-1.908400083,-2.065083517
-2.683,0,-2.683676463,5.270092817,5.115855185
3.4424,1,5.439607711,8.657071406,18.90963416
4.1616,1,-6.159433011,-7.222515943,7.850653483
-2.5059,0,-8.123599465,0.508088077,1.213768736
-2.3001,0,7.222796228,-0.302933329,-4.261745551
1.4314,1,3.428622793,4.825158869,0.802098696
1.0479,1,-3.045746574,-7.000054923,3.443682689
2.7593,1,-4.757093645,-9.110918154,10.19733069
-0.8459,0,-5.144292844,-1.15195374,7.511843405
-2.8148,0,-2.815435792,4.726801486,-4.211700989
1.6711,1,3.668317339,4.080948607,-2.307783465
1.385,1,-9.608447529,-3.382842396,-3.027620127
2.5968,1,-4.594591531,-6.058924038,12.8688474
-1.4016,0,-1.401571812,7.755419085,-4.352680182
-3.7208,0,5.382287748,-2.06416966,12.34056384
-3.77,0,5.10154198,-2.452089103,-11.35924336
3.8109,1,5.808144359,8.986078237,-6.897382637
-2.3097,0,3.425287409,-1.227100348,13.34002382
-5.1501,0,5.377085049,-6.65492909,14.47921915
-1.7087,0,9.797443073,0.28846913,15.37124093
-1.7605,0,1.760521106,-6.904953027,-12.00548709
-1.8609,0,-1.860903257,4.974114364,13.02335263
-4.6837,0,5.799260599,-3.629515092,1.362565095
5.7681,1,-8.200986425,-7.765885116,-14.54829804
-1.8293,0,3.573046096,-0.096459618,-12.41158376
0,1,-0.0998835,-7.04783556,-17.80103412
-0.786,0,7.014253486,1.211190547,17.18435467
-0.3414,0,3.933344011,1.655819304,12.61588846
5.5831,1,7.580278092,9.778232322,-19.97910499
0.2541,1,7.30877182,2.25132939,19.59800823
-0.4796,0,0.553601387,-0.409532296,12.05390422
-1.9597,0,-5.443141286,-0.038114176,16.03409954
0,1,1.493224383,6.903563701,9.54561168
-1.7197,0,1.719740717,-5.06530948,6.656648693
-4.517,0,-8.330343728,2.519195703,6.437782318
2.5978,1,4.595037106,7.815042327,19.29212892
-0.3683,0,5.380581707,1.628929758,17.13252249
-1.6018,0,1.601807315,-9.660341233,-15.16561716
-2.3113,0,7.254214374,-0.314069776,13.79422698
-3.0437,0,-5.81189832,1.045826831,5.195335403
-4.2921,0,-9.360179685,2.294268382,-5.503541509
-1.7892,0,-9.009348419,-0.208600216,-12.29958416
3.8923,1,-7.538325049,-5.890116582,-14.13940358
4.2207,1,-6.218556511,-9.146951782,5.407916674
-2.5463,0,-4.362662882,0.771933561,7.806521578
-0.0177,0,-0.01767973,0.716021115,-2.192673388
-1.805,0,-7.521354448,-0.192854131,14.11992621
-6.005,0,7.478548117,-4.594113354,-11.66154565
0,1,1.299591415,2.806236503,-3.318841934
-5.8799,0,-5.880489689,8.958662426,-16.71715172
5.1613,1,-7.885811468,-7.159177562,-13.34158236
-0.4648,0,2.419172879,1.474195297,-17.91688439
2.576,1,8.624027692,4.573233634,9.513666152
-7.9559,0,-8.731909986,7.208811261,17.37620476
5.1816,1,9.687966245,7.178776334,11.42235957
-0.2675,0,0.267548372,-6.44795079,-4.056420131
5.3235,1,-7.32137498,-9.382209025,17.56566824
1.976,1,-3.973878708,-4.08932331,-6.682548727
-0.6586,0,-0.658636259,2.963968129,-18.99087274
-0.8165,0,6.844132248,1.1806509,14.16399797
-0.9184,0,-3.042416113,-1.079467039,-17.83042062
-4.8478,0,-6.457849324,3.256161239,-6.766840192
-7.5142,0,7.969722757,-7.636896031,19.53671715
0,1,0.799641981,4.138348386,19.9796648
-0.2883,0,-4.243013104,-1.709549222,-1.406402335
3.2819,1,5.27914157,6.364080778,-15.99113839
0.8095,1,-6.437660922,-2.80730173,-17.73181244
-0.4377,0,0.437713473,-3.283020506,-12.97323881
-5.8204,0,-5.82106652,8.10307118,7.015647093
-0.6306,0,-0.630636002,8.242649485,-15.83953701
2.7282,1,4.910921474,4.725349112,2.474457011
-3.9421,0,-6.31611805,1.944227007,-8.002520396
3.7501,1,-7.317541343,-5.747969333,15.79766702
3.1524,1,-8.570943744,-5.150268821,-17.84982431
0,1,-1.165558859,-9.734335991,15.88765404
4.069,1,-6.066836173,-8.132589665,-7.705324016
0,1,-0.878846663,-7.966612128,19.81558911
1.3603,1,-3.358143331,-4.053063682,-17.51819115
2.0373,1,-4.035120562,-9.072974702,0.217125698
0.6242,1,5.228517734,2.621399984,-16.40433397
-6.9269,0,-8.382751537,5.544810731,16.20538977
-0.6754,0,0.675439035,-7.816915759,13.03235431
1.2402,1,-3.238045624,-4.120538939,9.852537108
7.0332,1,-9.793267633,-9.031053215,6.716644863
-0.759,0,2.069359677,0.522049316,9.188377929
2.1479,1,4.145069706,5.627541036,-8.480920975
-0.8638,0,3.850639728,1.133396699,-4.139168297
-7.1525,0,-8.768186659,5.60351063,-6.496645438
0.1601,1,2.157318145,4.82508099,-15.80747032
-2.9886,0,-7.442232404,0.99080214,-0.590823657
3.982,1,7.809513584,5.979205576,9.373643348
6.5445,1,-8.973362278,-8.542294018,-16.45890161
3.9698,1,5.967017282,8.860162791,7.348622896
-5.9024,0,-7.358340886,4.454490793,-15.58586077
-4.8122,0,-7.650142957,2.814358459,-6.84743141
-4.796144484,0,4.80064656,-5.303461705,9.398301668
2.1208,1,-4.118673325,-5.252539606,1.234890281
-3.11,0,3.109960796,-7.804898986,17.35039394
-3.9287,0,3.92865978,-7.493356378,-14.79394198
1.6736,1,-3.671420017,-5.648733812,-9.958326159
-2.4134,0,2.413438944,-6.91260389,-4.746191822
5.5047,1,-7.502544826,-9.511319679,-8.392589395
-6.016,0,6.471489479,-6.499805252,-13.45720361
-4.054,0,4.054046139,-6.928192468,18.1382828
3.4288,1,-5.426610358,-8.716258252,10.69318043
-7.1001,0,9.940065432,-5.51657002,6.098042919
-6.5465,0,9.147680452,-4.693559276,16.98323581
-4.2961,0,6.262256272,-2.333873627,4.691169293
-0.7133,0,0.713283813,-8.258455602,12.08365762
4.3593,1,-6.357178482,-9.163602721,-15.72233366
-0.2364,0,0.236398399,-8.34814546,8.782805394
-3.8758,0,3.8757523,-9.803954955,13.72853352
-7.4623,0,7.917831476,-8.018207006,-18.23337713
-2.2842,0,6.23205162,-0.286966602,15.77791022
-0.9862,0,0.98617066,-3.391527808,4.778862207
-8.628,0,9.083489128,-9.36154741,-5.725240553
-5.7128,0,7.12364584,-4.369846098,9.242033189
-3.027,0,3.026990648,-5.375243677,-3.860354275
1.3689,1,-3.366695225,-6.955319743,-6.079693611
-3.332,0,6.779391947,-1.33478878,-1.175011376
5.3321,1,-7.329922807,-9.568882256,2.393628235
-0.4241,0,0.424059053,-2.553746784,17.48538665
-3.3693,0,3.369285487,-5.864470841,6.154023683
-1.9774,0,1.977362055,-7.022465593,15.98853938
-1.1263,0,-3.479156582,-0.871507983,8.551823329
1.1479,1,-5.075437715,-3.145735578,-4.9723144
1.9676,1,-3.965464456,-9.766380177,1.596203754
-7.4004,0,8.62223255,-6.18430704,-9.656709943
-1.1339,0,1.13389264,-6.870095618,2.482241822
3.4284,1,-8.993200265,-5.42624832,13.36756244
-1.9917,0,1.991710962,-8.880476852,-17.74627926
-1.1874,0,1.187411448,-9.908407521,10.66727994
0,1,1.077741316,3.601310602,-5.312403787
0,1,-1.502831766,-7.615854812,-0.197323048
3.5886,1,-5.586462161,-9.973988626,-12.43281316
-0.7244,0,-8.632855591,-1.27345845,-13.04587851
-1.8319,0,1.831888178,-3.348571853,14.12254517
3.1393,1,-5.137096412,-6.916811017,18.25665444
1.0569,1,-3.054773746,-8.157046304,-14.08602128
-3.8881,0,3.888078194,-4.864308735,-19.609654
5.6798,1,-7.677629744,-8.846912776,19.19060896
-2.2925,0,2.29253916,-9.780418154,2.930415331
4.5501,1,-6.547909967,-8.193065237,-9.789511894
-4.9705,0,5.044559401,-7.802765885,-15.61030526
2.8948,1,-4.892594041,-8.226683199,13.5302235
6.9249,1,-9.341202145,-8.922741471,12.20252914
-8.9548,0,9.49672296,-8.480652774,3.480766683
-0.6452,0,-6.124681277,-1.352644169,9.966389163
-2.4075,0,8.699581724,-0.410309087,-10.72833553
1.9152,1,-8.971034135,-3.913021087,3.207673326
4.0377,1,-6.03556411,-6.098569334,-6.926414066
1.78,1,-3.777807208,-8.575308562,-12.72078131
0,1,-1.268904353,-9.015736393,-18.01472394
0,1,-0.222004277,-5.593797989,-10.95165437
0.6221,1,-2.619938466,-5.833080344,-2.362268939
-6.6824,0,7.137926556,-9.132190569,7.665005808
-5.6467,0,6.102248414,-8.655546849,18.03161266
4.2403,1,-6.662185547,-6.238158536,-16.21484521
-3.6113,0,3.611324046,-5.326937091,-1.742985415
-0.5712,0,0.571181771,-8.971278929,10.27501884
-4.882443916,0,4.917498031,-7.489275373,12.89576027
1.0019,1,-5.498642357,-2.99972162,-8.516615474
3.729,1,-9.058445809,-5.726788298,-4.086435036
-0.0489,0,-4.190750169,-1.948912159,14.48229194
-5.5549,0,6.010455316,-7.898624574,12.85768777
-0.4318,0,0.43179353,-8.196679957,16.18665919
-4.639,0,-5.262404335,4.044732653,-4.981133492
5.8334,1,-7.831271443,-9.277719384,4.723649562
1.7837,1,-7.72102716,-3.781545731,-10.86270711
-1.3219,0,-8.987070047,-0.675963324,-6.973869002
-6.9892,0,7.444710078,-8.956156951,-11.21274754
0,1,-1.456128978,-6.626194426,10.06778363
0,1,-1.109156743,-8.292043384,-17.7063941
2.0915,1,-4.089316077,-6.963085554,13.91642089
-0.187,0,-1.075687766,-0.686751833,-8.838432509
1.4773,1,-9.271489689,-3.475108539,18.92054496
-0.5577,0,0.557653755,-9.358543072,13.08569291
6.9226,1,-8.920446817,-9.587639318,7.259140568
-3.2355,0,3.235523936,-7.648690308,-14.08730343
-1.8317,0,1.831670683,-5.934017093,5.435327955
-2.3131,0,-7.750752432,0.315313064,13.51362763
4.8977,1,-6.895567581,-9.986826648,-8.656183317
-0.0946,0,0.094646351,-1.900830398,-13.05711354
-2.22,0,-8.333681104,0.222127419,-5.326663686
0.3448,1,-2.342631033,-8.307016228,9.354931951
1.4815,1,-6.863842249,-3.479314319,-7.437522853
0,1,-1.95340264,-6.363198427,14.25004465
4.7557,1,-6.753506159,-9.886938637,10.85940589
-1.7149,0,1.714939905,-6.516895111,9.144426423
2.7876,1,-8.250623674,-4.785452976,-19.08805317
-5.1876,0,7.189602144,-3.190433785,-14.47518388
3.4128,1,-5.410624505,-8.288955352,-17.30466746
-4.4554,0,-9.718138496,2.457606889,-10.75618548
0.951,1,-8.092464278,-2.948797975,3.736822711
-4.083,0,-5.164264128,3.00918645,14.29496243
-5.8642,0,6.319745066,-8.033253965,14.38373814
-2.7649,0,2.764874188,-3.139883761,-11.34114415
4.1381,1,-6.495211152,-6.135953765,4.656853266
0.3434,1,-2.341240217,-9.40664497,-1.107157397
-2.6355,0,2.926921309,-2.408530291,-0.937012765
0,1,-1.244537716,-4.395398208,19.4098525
-0.8669,0,-1.724601215,0.054925277,-14.9824016
-5.205762428,0,5.567213166,-8.612647947,-8.848618855
6.3028,1,-8.632582051,-8.300585089,-17.26642127
5.1554,1,-9.161579902,-7.153205612,-16.9362866
0,1,-0.649659623,-7.173279433,-17.27462171
1.9631,1,-3.960930617,-8.207761296,13.0386193
-3.2425,0,-3.243108695,4.414468557,-19.45377733
3.7379,1,-5.735704424,-6.135010391,13.31016984
4.6182,1,-7.448418759,-6.616033367,-19.96002328
0.4077,1,-9.955236029,-2.405521205,16.17622786
-0.7557,0,-7.166740394,-1.242114842,-5.984785103
-1.3854,0,1.385363422,-5.024586742,-7.227936339
-2.5383,0,-8.928043694,0.540499054,-15.24586894
2.9451,1,-5.02160778,-4.942925095,10.68974378
-7.4793,0,-8.950289147,6.023447247,7.142745553
0.4101,1,-2.407894285,-3.618643596,19.44204267
6.9255,1,-9.551726911,-8.923369021,-14.3650481
-0.3983,0,0.398336496,-8.923513957,14.48749724
0,1,-0.872985527,-9.043123997,9.530279681
2.7786,1,-4.776476589,-8.103846368,-1.961460428
2.4534,1,-4.451225621,-9.877843939,-5.011554354
1.7671,1,-3.764900955,-8.89372456,10.15167094
2.2408,1,-4.238587124,-4.993142349,-0.464814599
5.636,1,-7.633841803,-9.219540465,3.927781017
0.9802,1,-2.978031352,-8.914052922,8.348184679
0.8664,1,-6.929624004,-2.864256068,-14.24196799
-1.0203,0,-9.307398774,-0.977524172,-19.44821773
-2.9372,0,6.492936393,-0.940027754,-4.777593202
0.498,1,-7.782595633,-2.495798915,-6.803840835
0.8306,1,-8.701369303,-2.828400787,-10.6299503
0.5011,1,-8.928496583,-2.498968435,10.9997671
-2.4148,0,-5.210166088,0.417009502,-11.2369056
-0.9395,0,0.939541729,-1.94060182,-15.71839378
-6.7725,0,-8.543383904,5.024472117,13.24754482
0.0243,1,-5.301471123,-2.022088846,-9.275022924
1.2301,1,-5.871379559,-3.227926494,2.96502488
-4.0178,0,4.017843457,-9.875484252,-5.026175949
1.2479,1,-8.323582358,-3.245760193,-10.55483335
-0.8304,0,0.830360549,-4.36679313,-0.763986545
4.8911,1,-6.949238378,-6.888948239,-16.41722388
-3.4216,0,-8.955772397,1.423722045,9.906799027
3.581,1,-5.578858006,-8.081099964,-17.59338334
0.4519,1,-7.925743196,-2.449769625,-9.4855677
4.8257,1,-7.723656407,-6.823514026,-5.76687535
3.4553,1,-5.45317032,-9.027954035,-13.23032742
1.2084,1,-3.206243899,-6.04275319,0.273335065
5.2378,1,-8.883033575,-7.235673149,14.52259915
0.3105,1,-8.075464776,-2.308356016,0.010902038
-3.6091,0,-8.538113877,1.611295537,-8.519409904
-1.4403,0,-9.264805251,-0.557542515,5.802893137
3.3347,1,-9.196872309,-5.332491749,-5.55548255
-1.2672,0,-2.466216145,0.086485056,10.53982717
0.0183,1,-6.587491727,-2.016131922,16.79108778
4.0766,1,-6.074461736,-7.572926905,1.747799738
0.7141,1,-2.711972635,-6.570378463,11.81446272
-6.8198,0,7.275311396,-6.603214983,-12.85203883
-2.4634,0,2.463378247,-9.473692127,-7.24836155
1.4027,1,-6.572712413,-3.400494372,18.65887948
4.2344,1,-6.23220917,-9.542807527,-2.023832722
3.7126,1,-8.301904984,-5.710422649,-10.0480441
0,1,0.945732677,1.069668399,5.222911668
-0.6454,0,-6.779581908,-1.352463461,0.203443374
4.3701,1,-6.692155063,-6.367930657,7.657462532
-1.9322,0,-6.97318879,-0.065586435,12.34609012
-0.6156,0,0.615562819,-5.453793367,8.379399008
3.9472,1,-7.007858168,-5.945052045,18.19835607
4.4242,1,-7.84129494,-6.42201544,9.862057085
3.1102,1,-6.517642531,-5.108074321,5.637164976
5.6923,1,-7.690123825,-8.394380965,-5.581295197
-0.4463,0,0.446295634,-2.052857983,-0.835608698
3.6692,1,-7.791839021,-5.667052474,12.44080862
-1.385,0,-9.207923064,-0.612813736,-13.99613109
-1.393,0,-7.914940048,-0.604824474,-11.23752436
4.2699,1,-9.743085063,-6.267759504,-0.590781722
-2.6897,0,-4.188266931,1.226700946,5.333338733
2.1363,1,-4.134107141,-8.968235892,0.165127224
4.3135,1,-6.311317686,-9.08683353,15.40166008
3.3766,1,-6.674969291,-5.374438438,-17.91165467
-1.2721,0,-8.05633588,-0.725728787,3.592699584
0.5003,1,-7.69586508,-2.49816738,13.1557498
0,1,-0.383918966,-8.669586161,15.91084902
-0.1164,0,-1.150060948,-0.916283608,17.81128037
0.7126,1,-7.493504172,-2.710456496,7.049203611
5.0129,1,-9.995378696,-7.010725353,-9.046627938
4.9747,1,-6.972526683,-7.007828027,-5.967916335
4.9431,1,-9.944191573,-6.9409442,1.366432986
0,1,-1.033212386,-5.118284595,12.13540344
4.6665,1,-8.620443076,-6.664308354,17.89753051
3.0996,1,-5.097384896,-8.717555365,-9.474067226
3.2186,1,-5.216479718,-9.414830259,8.092436734
-0.008,0,0.00801551,-1.344735709,16.17129967
0,1,-0.430827065,-3.589743117,4.063191938
1.8613,1,-3.859122521,-8.778977075,-11.22115422
3.0913,1,-5.089157112,-6.125053199,-16.36517687
2.2718,1,-4.269630905,-8.452199059,16.02289161
3.6869,1,-5.684774957,-8.425210335,17.32239447
-0.8534,0,-6.661868158,-1.144456538,5.319742734
2.4176,1,-7.798223045,-4.415453309,10.70544663
0.1798,1,-2.177623757,-9.329894807,-3.7593839
0.4263,1,-2.424158499,-4.636611323,-13.88315285
0.2056,1,-8.785897916,-2.203456151,-8.00136583
1.7255,1,-9.024309919,-3.723352803,5.665246709
-0.2316,0,-3.382537188,-1.766195475,11.76024963
0,1,-0.158786983,-4.838107634,-18.52135115
-0.2146,0,-8.471771117,-1.783193139,-14.28037784
-0.1073,0,-9.299548298,-1.890500554,-10.01324979
0.471,1,-4.204551673,-2.46879146,-15.44978553
3.0512,1,-6.952383393,-5.04907995,-2.105248252
-4.7996,0,-4.800217674,5.737192912,0.463289735
-0.0138,0,-4.596290728,-1.983985277,2.170183697
-0.5927,0,-9.347691014,-1.405149131,-18.50950882
