Fitness,Label,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,K1,K2,L1,L2,M1,M2,N1,N2,O1,O2,P1,P2
1.500645668,1,1.716439451,4.680136633,0.623870203,3.652926808,3.232387162,4.165759928,1.991411141,3.749111047,4.176102552,1.612301987,2.761308084,4.895645662,2.746542665,1.652118048,3.097357776,1.803182855,3.782547718,2.069503743,2.461725522,3.473716166,4.863669425,1.638774802,4.189015915,3.695361136,4.770872282,0.159613148,1.784344931,3.313269171,1.407507796,1.151915337,3.555642756,3.122864585
1.440197526,1,2.953043265,3.302189832,0.237773366,1.743924043,2.256702902,1.204524986,3.575225066,4.28091146,1.407538476,3.655254149,0.688814463,4.183613909,0.693008579,2.941046927,1.830784002,4.033797723,2.518903929,2.447971694,4.385243617,1.765709065,2.247217783,4.817651434,0.21148899,4.864791671,0.946034216,3.3356015,2.932198073,3.375562082,1.805110246,3.101392135,4.055754426,0.096287387
0,0,0.419367541,4.874008336,3.256747662,1.156189081,2.017455716,0.610102591,1.342194107,1.289230851,1.658326194,0.761170064,1.740038299,0.608292272,4.420765289,0.47139195,4.650203131,1.995099845,0.23700731,1.711867516,3.679830794,3.973410787,2.724529491,3.431117315,4.46816348,0.27395895,1.518306899,0.230957782,0.977383818,3.600829013,3.608766367,4.388995356,2.912164822,0.353421677
1.387732793,1,4.613722851,4.001860462,1.429734282,2.718316164,4.923881185,3.578390336,4.194847987,2.166302805,2.353123578,2.803567055,1.345457718,3.745092338,2.519438867,3.234048331,1.53872791,0.69362318,2.377864669,1.812296404,3.940567142,3.901479104,3.342561071,0.667519298,0.107779436,2.799203529,1.50409509,4.697048569,4.90451818,1.433101944,4.004101435,4.480556757,2.987632884,4.420083679
0,0,4.718657706,2.745790437,3.641934123,2.883791489,0.129287355,2.232654891,3.231509787,2.606014763,1.861563304,4.685673332,4.147664123,4.2454274,1.862671199,2.965922876,4.362762823,4.667508043,3.342321372,1.03388229,3.26925296,0.360257756,2.033634575,3.334657666,4.668628298,4.054750161,2.422741359,3.78374605,2.085237269,4.858929965,4.939873506,4.320737645,1.94441888,2.27370914
0,0,1.233435988,3.922115465,4.414188028,4.568558406,2.791424618,2.994340514,0.744383602,4.498567423,2.251967903,1.028361697,4.498254953,3.812927697,4.412431537,1.42475109,3.366129932,3.321399522,0.614074969,2.036592115,1.376434757,3.583348703,1.416921908,4.480994284,4.132894462,1.950132564,2.489514715,3.474025963,4.171845005,3.048148448,2.873685804,1.630210855,2.282123004,3.568977916
1.355917096,1,4.422025226,3.604278354,0.093063874,3.373882336,2.192544121,2.189100896,0.585184098,4.073408448,1.624277193,1.231140571,1.713566106,1.8784607,2.732768965,2.809600771,1.979111143,1.990654398,2.576836096,3.28765271,4.754575991,3.611742572,2.000398727,4.159356697,0.671691709,0.30233386,0.421235262,0.819491592,1.621099601,1.508633886,0.058404956,2.699525469,0.476863463,0.732574282
0,0,3.155706035,4.296602057,4.871108156,2.854192137,4.984251073,2.767707867,2.577292274,1.65341033,2.150008992,2.459031268,0.35518542,4.438696078,0.323167955,2.180924779,4.133147533,1.972673421,3.067374409,4.093203675,4.431175195,4.655558137,0.95392324,1.292911257,4.489328424,2.966809302,2.519200409,3.064047944,4.097111211,2.659445847,1.010375483,2.269467328,2.139554599,4.830263748
1.353632738,1,3.100275271,3.47694976,3.60082306,1.734475951,2.584952103,2.78347316,0.782476096,2.810280228,3.474016446,2.132277679,4.181352103,3.656935331,1.80015521,2.271061859,1.931949493,3.877773211,3.671355528,2.151389225,3.468762871,4.726067436,3.921162991,3.527859291,0.546671198,1.949653286,2.954523652,2.29690024,0.251699934,1.14343792,4.170945305,0.078223463,4.318554325,0.390345265
1.487059151,1,3.34521295,2.501056621,1.089968994,2.858078627,0.610945755,3.355831165,2.997927741,0.279880787,0.281715093,0.762503185,0.098105334,2.175877728,4.161107376,3.086950857,2.600647077,4.319341115,0.488489591,4.540261016,0.540083471,2.58498379,0.71578011,2.796852862,0.02289812,3.833409993,4.243546132,4.584106351,4.934841374,2.525665509,1.357108122,0.50375256,2.539244154,2.928045629
1.339566368,1,3.81443548,0.414813246,3.307980965,2.584895074,0.855240088,4.692789322,2.952415886,2.203173404,4.709594652,3.279569101,2.259728546,4.198487104,2.663117512,2.769435329,3.40032765,1.835949527,1.196453031,2.894617462,4.334435273,2.033883801,0.563075705,2.219229184,1.500922006,2.006934269,4.166817817,2.018143314,1.950879691,1.802244467,0.701276796,1.300650971,0.434075504,2.146986685
0,0,1.286413924,1.487776921,2.124292059,0.596036297,2.475334619,3.532036138,1.217866863,3.92535041,0.370447884,1.969417135,0.016970615,1.10338446,0.006502844,0.945898355,0.712420274,1.340379996,0.874460327,0.693244858,2.994428052,4.505289528,4.696898829,1.10592228,2.413356877,1.88005558,2.618900185,1.324362968,0.341786102,2.181635387,0.869265187,0.130535541,4.77339137,2.152982599
0,0,4.807792866,3.81207242,0.036743306,3.400193202,3.529753771,3.225643933,2.761549223,1.090543649,3.861831068,1.140141618,1.854323595,4.454644105,4.281884539,2.012167749,1.590095587,3.043177153,4.550976133,4.545490939,2.957972045,1.662857037,4.265318146,2.211989465,4.521777391,0.16589703,2.662132413,3.582486733,0.896509219,1.682664629,0.938564743,1.609635916,2.019283556,2.742831499
0,0,0.243692964,2.763660666,1.374057024,1.207508709,1.215725897,0.770797246,4.782081805,4.678306878,4.093572186,3.641309239,0.879058641,1.801854885,0.943949863,0.005991984,1.582097569,3.498084932,3.126275901,2.715310877,2.195186017,1.437136337,2.508295534,3.807730928,3.812040244,2.880279507,3.738314188,3.22767253,0.616097592,2.5219893,1.736306564,0.460738424,0.73924734,0.990848505
1.418784704,1,3.361351187,2.157555915,3.472019548,1.283922816,0.048793249,2.661415355,1.396959826,4.731150768,4.532216333,1.96342288,0.124276169,3.357183983,4.185853177,4.857498192,0.284664427,2.251619064,2.912351509,3.433189072,3.597163763,3.25020376,3.634572755,1.869238329,2.907910416,0.580592564,0.288271806,4.89882612,1.424118634,2.974871494,4.810805155,0.928891317,0.96519908,1.708220523
0,0,4.664489479,1.953337683,1.36608354,0.759735399,1.985544214,1.873612335,0.655573535,2.175203589,0.457565836,3.07313479,0.054895461,2.866301916,3.94864929,1.176833866,2.240098567,2.846790916,0.307007211,2.481444428,3.211576173,1.106328651,4.185282228,4.855376157,4.231864438,2.529997279,1.394378056,3.733086109,1.184651921,4.786726408,3.10130018,3.001310728,0.863022508,0.451733691
0,0,1.276311013,4.292852656,4.555335267,3.498168836,3.625911775,1.149430394,2.880267282,4.053140525,2.019216842,4.942196336,0.449994075,1.604705163,2.557044694,0.303031833,3.628439618,2.782778743,2.646799512,4.14991216,4.29379517,3.945144617,1.589165269,2.261037269,3.76113985,0.549308529,0.548711843,1.349418319,2.623186727,4.863255385,3.552043426,1.559299726,1.457285638,4.251786687
1.390753618,1,4.55823712,3.196380736,1.27685149,0.4433292,4.191277938,2.923593096,4.740543677,0.305144646,2.923206517,1.425540428,4.138660867,0.954932203,2.212649811,1.967057532,4.132869895,3.384355467,1.038015172,1.590523631,0.669054927,3.357314447,2.854955377,0.84883533,0.738278886,2.380398591,4.540512083,2.760875134,0.164699464,0.269314632,4.025316143,2.256874274,1.913231148,3.948218518
0,0,1.821434347,2.661749675,3.55828353,4.35738259,1.643448058,3.250590127,4.87418074,0.379836806,2.935095835,2.069432489,1.545682132,1.319170208,3.793831325,4.976079906,0.932857221,3.905726343,0.978989905,4.961794866,4.011307849,2.12113355,3.64431934,2.491767913,4.044951336,1.782544667,0.366217172,2.954957276,4.550939154,0.968829681,2.161838958,3.745798645,0.195922433,4.731624949
1.343126821,1,3.818366618,2.794102753,0.919214722,2.489744075,2.589228001,4.971215053,4.274258415,4.812019699,3.394705045,2.017506944,4.674895431,2.397422728,1.158958058,1.981451243,3.525387376,2.792795173,3.783153504,4.977405293,4.812157022,2.675335526,4.81935065,0.578129396,0.257241466,1.521744728,2.900959166,2.654822262,4.506040463,2.702752126,2.159903054,2.713334937,3.562074029,0.083373565
1.566683122,1,4.00460441,0.712546625,2.392372365,1.284176771,1.845458444,3.308824567,0.848044067,1.393920102,0.991108973,0.975357666,1.634198242,4.401689302,2.355509325,2.019846861,0.896157382,4.844624981,2.037278689,4.222436982,3.076625486,1.88305539,4.385908747,3.924262136,2.324771417,4.069884634,4.492220686,2.146192716,1.671647098,2.983235522,4.509954044,3.510332247,1.88727551,3.674779627
0,0,4.770513932,2.714065566,2.700529162,1.555548198,0.35617286,0.909902336,0.464944634,2.317446239,0.04666256,4.575129559,3.213708696,0.007095291,0.151926362,1.042351117,2.274830725,0.636330167,0.043238439,3.635398006,1.77058233,3.90222973,2.183283208,2.182773912,0.246065902,0.248159508,0.455500877,2.970185157,1.205420276,4.20684551,4.28606382,4.818061005,2.444498931,1.101550503
1.326999266,1,1.131043204,2.683939023,3.810548546,1.737835752,2.306158797,3.196618811,4.586680204,0.807862869,3.578177021,2.888694381,2.166494886,4.421213913,1.965258777,0.894875763,3.166667902,3.120002772,1.639707985,4.01482658,4.997389293,4.904890805,0.635184711,1.16120073,0.118162333,3.037163052,0.554046606,2.037297539,4.420384033,2.740663887,1.845015384,1.041729914,2.204716383,4.780980761
0,0,0.620129583,2.353816229,4.284481639,0.216952358,3.458125726,4.894927333,1.416339492,0.6689025,3.426398422,4.547272779,3.054344912,4.499913982,0.96716876,3.772122907,1.731303583,2.093127072,0.778599152,4.09500292,3.124617639,3.692802108,4.025562104,0.336113288,4.753951583,2.487885055,3.775729524,3.712025353,4.155647879,0.782509234,2.286543603,3.09050248,4.660916775,4.175441178
1.505862247,1,4.477117582,2.912592623,2.913734032,4.274629695,0.1743285,4.427100477,2.038654057,0.181910152,3.730739714,0.774143854,0.719541643,3.029795267,1.27240422,1.620771025,2.008954589,2.031866607,1.930955693,3.049009119,0.834453613,0.940460366,0.473144349,1.615931364,3.847984646,1.170590012,3.701827348,3.464092069,4.120391067,4.139887746,1.46683967,1.546846212,2.615148992,1.626494962
0,0,4.159212552,4.051473954,2.784991306,1.314820169,3.402831012,1.168265727,2.282126823,1.922834473,2.693007193,4.958518605,3.776102008,4.902274247,1.173913203,2.642795443,0.257180268,3.784377355,3.009898831,4.285843546,4.941385696,4.647422362,2.047574667,0.001707311,2.704391614,1.03865311,1.096417941,1.629031314,0.479747083,3.737668309,3.742544787,2.716497165,1.690661583,4.161668308
1.385302428,1,2.76286089,4.787715585,4.464166597,1.782518086,2.732009465,1.733408756,3.114013953,3.983123427,3.729374508,0.627681157,4.111970034,0.125752507,2.072144405,3.65703734,3.906870001,1.836429576,3.724339281,4.461335941,1.213016931,0.647984879,1.125339411,1.750069595,1.435423066,4.637440036,0.256568784,2.963333776,0.814494501,4.192028848,0.837804651,2.511003077,4.996647395,1.777035756
0,0,0.235388548,1.068302926,1.989195621,1.668340902,1.14801266,4.680600888,3.415943923,4.810568979,2.189865888,4.701683272,0.029171623,3.05153515,4.005378785,1.164907667,4.66234338,3.816313877,4.132247699,2.867317943,3.962908321,1.645205979,1.117309881,1.56193171,2.922617393,4.149570705,1.452312458,2.01277196,4.310286492,3.073697751,4.955938942,1.018494376,4.136045425,3.379308095
0,0,1.24474735,2.378928133,1.995376134,2.997191245,4.002613829,0.525343856,4.107210971,4.20543165,1.772531222,2.150347313,2.861196092,3.504123654,3.712348785,3.789420753,1.945643818,2.146512425,4.781723288,2.864856836,4.248610271,1.381726581,3.111618076,2.941808423,4.817342329,0.429513475,2.502494458,2.607948382,0.450830011,4.523332398,4.421944693,2.194948334,3.908613065,0.742325115
0,0,3.099079636,1.303118397,2.228281057,4.219997557,0.981024594,1.519258114,2.416472839,1.689060219,3.992429148,4.937437876,0.795237774,1.184398916,3.511183163,1.877358313,4.868524513,4.861527778,3.218490247,4.300494384,2.00941699,3.15965399,4.926183197,2.79738703,4.667959579,3.60171603,2.420192584,3.195155463,4.438184329,0.99368375,1.97683137,4.960876512,2.011758085,3.294282405
1.391204311,1,4.506740615,4.976908883,3.265816405,0.542182139,0.180570154,3.090456195,2.835721809,4.809823289,3.730527347,3.312580492,2.616566592,1.299471407,4.809968835,2.701020188,0.151350817,3.481572317,2.59858079,0.295152778,4.450181166,1.651011213,1.148505989,0.56974321,1.554613567,1.142161611,3.259985836,0.330800623,1.377156899,1.409101188,4.400331299,2.221651793,3.779570605,3.016481879
0,0,3.916329687,0.569653193,4.892819426,4.242983377,0.253232488,2.331009169,1.628266375,3.151025625,1.151495819,2.899424866,3.015781602,2.999395479,2.242139402,0.177117303,2.569074175,2.038650809,0.540230183,2.299378145,2.254413768,2.755701679,4.027021585,3.504250364,4.36117752,0.260960762,1.098406557,2.298210051,4.792667981,3.950226785,2.259373045,1.667140932,0.295476563,3.704526514
1.455553339,1,2.53397262,0.999627066,2.135967756,0.843451394,3.758472954,1.841754208,4.709088976,0.085862705,4.145279544,3.132954875,2.693732576,3.252538177,3.633147662,0.47244282,4.387869672,0.07181072,1.471513134,0.899574393,4.631471341,0.340902184,2.905466138,3.185756113,3.256346324,4.323110063,0.279762647,4.084275869,2.644612332,3.471752803,1.062024481,2.716399731,3.512601361,4.782172786
0,0,2.222710814,0.426989154,0.286700738,3.14725243,3.980895332,3.455956664,1.726539311,4.734083336,2.600951591,4.769065126,0.367978179,1.03515974,3.87513907,4.570939106,3.912753239,1.477670981,0.759228612,4.239552612,3.924272955,1.354157511,1.139053524,1.605116085,4.147809022,4.110910973,2.853414252,2.859148181,1.430091362,3.495667797,3.981289716,2.207945281,2.231078058,2.328312042
