Fitness,Label,A1,A2,B1,B2,C1,C2,D1,D2,E1,E2,F1,F2,G1,G2,H1,H2,I1,I2,J1,J2,K1,K2,L1,L2,M1,M2,N1,N2,O1,O2,P1,P2
1.31379055,1,4.04726303,4.597572684,3.985358064,1.506750979,3.347672919,2.221719392,4.36944351,2.78581203,4.341988105,3.53666367,0.851480777,1.180414858,3.184111158,1.765800327,3.361773412,2.870236804,3.759509025,0.049647108,2.838269972,2.835194566,0.887036739,3.306947809,0.617799097,4.383015279,2.377070639,1.04116652,3.205131318,4.234701627,3.042715183,1.426516806,4.577737591,2.184161216
0,0,3.454422488,1.992149822,2.476896612,3.663795078,2.098731066,1.914347038,3.896881836,4.984083824,3.15729247,2.885530166,3.085108522,4.726454565,3.606197065,1.63295039,4.651431371,1.155523189,0.054471127,4.983385866,4.588690165,4.886919026,2.360932332,1.755913016,4.986253222,0.079025028,3.208074947,2.746289498,0.91676878,2.507235545,4.888304393,0.702810026,0.057618749,4.726011227
1.418913,1,1.853588409,4.292832524,0.109340462,0.467001522,3.430300434,4.037270211,4.812311571,3.260718826,3.880324373,1.333097006,4.827865031,3.797140059,2.927074863,1.553411813,3.932430834,4.507116008,3.33436162,3.846805082,2.920865365,4.310176449,4.798619403,4.675618739,2.258584379,4.747465811,1.451928204,0.433033618,1.659391482,1.418651154,2.746401193,1.971279862,4.736937636,4.136138262
0,0,0.818773203,1.357086954,4.986425479,3.976028494,4.773380403,4.610595883,2.598342828,3.8741402,3.391738055,4.678001642,2.865219593,0.207361729,3.019051532,3.064121941,1.891548785,2.1935374,3.578676983,2.498581271,1.495948755,2.681376169,4.609605347,3.022263151,4.044495367,1.595041995,2.745581438,2.006247191,2.30027556,0.641762161,3.395050685,2.814733226,3.994466238,0.396345148
0,0,0.196314041,4.480917186,3.325304454,1.242102056,3.749936126,3.351659335,2.311968372,1.259870648,4.444105238,4.88291204,4.885055032,3.793863643,0.432170585,3.261201144,0.801346832,1.729688299,0.453728898,2.830681975,0.991326364,0.17926421,3.923057632,4.900092053,2.894664049,0.000695001,1.640773918,0.574607577,0.729286372,1.942728608,1.754716289,0.492425515,4.18955216,2.326320637
0,0,0.570287701,1.379659845,1.681994628,0.780444153,1.029849983,0.892508647,2.401466884,1.204237762,1.937823924,4.342331513,0.046096337,3.766492519,2.726210941,3.881912002,1.332533046,4.86730089,1.537854146,3.078276825,1.373083521,1.631710851,4.955636967,1.887059118,0.361228965,1.337884314,1.183055726,2.705885247,3.52871153,0.951478714,0.332500347,2.743028455,3.672687543,1.18454775
1.462073953,1,4.398701755,0.111562094,1.214029617,0.040641409,0.17155453,2.47179838,3.537252137,2.982660887,3.842501288,3.718534035,3.854539564,1.506319333,3.344299186,3.768737702,0.580207636,3.766767914,4.921717365,3.544842703,1.453425667,0.416941177,2.83820828,0.961564819,3.08398034,4.782057484,0.227463978,2.675888561,0.819682862,2.406300858,1.205588583,2.441553175,2.676321877,4.092871688
1.423682687,1,2.181264394,0.321553919,0.925831115,4.954577572,2.457136541,0.553531672,1.75294048,0.223426029,3.244394301,2.591387947,1.978119419,4.242176641,2.674992236,2.945821295,4.553219391,0.663951067,4.153418704,1.136204827,0.02088872,2.169679487,1.550020914,3.274832254,1.718048041,4.516327953,1.900943687,2.91862494,3.843572562,3.164363843,3.041065833,3.130145571,1.862429946,0.915978766
1.385468454,1,3.071527828,2.584062516,1.450957251,3.524983117,0.334035622,2.241941657,3.748600631,2.514539354,4.042176787,1.590654234,1.505314615,3.556852981,4.608428303,0.555861789,3.739947279,0.061026746,2.300350436,2.88501674,1.051032713,4.680720096,2.0692717,1.895085472,1.751545871,4.69943227,0.377497351,2.115245628,1.091641327,2.620596825,2.825810855,0.496030695,1.776466262,3.920351679
0,0,0.972524343,0.876615835,4.698169906,2.13157074,1.44296407,1.702944383,1.911704558,2.317799787,0.004693313,0.012736558,4.603696193,2.578194888,3.404085423,0.78083156,1.982605527,4.455096956,4.141209081,1.435661438,2.268075478,0.102987,4.661252167,1.609650116,4.767126256,3.128911296,1.829299469,4.874226824,4.736084539,2.209809288,0.889063457,3.451015612,2.007025786,2.411473151
0,0,3.949808335,0.453428175,4.28365286,3.125321889,4.070236697,2.426530169,1.664596249,3.674692147,2.154276489,4.397715999,0.939376115,0.884997861,3.977647912,0.230471406,3.882356619,1.49583159,3.355260343,1.688286588,3.080490893,3.163300948,4.51970846,4.554110471,3.326238304,4.259321309,1.110148903,2.829329463,4.234959278,0.770160542,0.255546333,1.269647922,3.033846607,4.808487181
0,0,1.547019897,0.325225048,4.685861695,0.794683926,3.995780658,4.159239333,1.958990455,0.045335472,0.768423924,4.556703869,1.976336492,4.337429054,4.843436921,4.343113667,4.849956187,1.367432745,4.263315369,3.009693084,2.662109434,4.063094544,4.235006437,2.07305509,1.508209139,3.11385176,3.959458847,4.958593626,1.989539886,3.295029175,4.273809664,3.749157736,2.400149856,4.86810597
1.508749874,1,4.030264679,2.81966349,2.578354382,3.82445651,2.968413009,4.742879137,3.273059239,2.853566008,1.191666816,0.821307901,1.839224285,3.10773766,1.621325095,4.541708614,2.578134493,0.90188513,3.155086354,1.921378772,0.156897069,0.362946849,3.227890209,2.780140054,1.366664299,1.241485406,1.983046948,4.180269905,1.305531783,0.963957087,0.417710876,0.716764198,1.778996278,1.623286304
0,0,1.114187986,0.231700541,3.228097555,1.137536692,2.588217098,1.029317221,4.738911289,0.198962835,2.916302165,4.826836178,2.888956542,1.250044715,1.104577386,2.47637635,3.03879507,1.576151849,2.247512987,0.558272452,2.567501071,0.280190341,1.529845608,3.989233835,2.129070269,2.244153008,4.487575406,1.344241003,1.579394108,4.245719204,2.668093301,2.78368332,0.105694606,4.135357089
0,0,0.626449427,4.790528603,0.263733856,2.908048011,1.624298643,2.967210425,2.101305985,0.503657724,2.097627137,0.20672314,4.496167248,4.687914109,3.548209318,0.808153295,1.665439467,4.654328693,0.06470604,1.009133594,2.385017399,0.891700131,0.55138167,3.008623737,3.260158568,0.288195113,3.699554147,3.90421511,2.852981321,0.875554601,2.028177621,1.857586327,1.966155458,1.877882007
0,0,1.751120631,4.836223893,4.869008749,1.194317043,3.89927532,4.837612727,4.831191225,0.111504168,2.522782109,2.176008891,2.415147234,1.812562866,2.012887535,1.404311388,4.548793786,0.007293626,4.512480715,3.918068142,4.014165565,1.530651421,1.274268596,4.221775079,1.309412992,0.190545212,3.427700294,4.487602692,4.844302695,0.898917405,3.325149588,4.684040999,4.498707983,0.586000009
0,0,4.560278071,2.855658342,0.9854428,2.765839348,4.385759252,1.582728462,4.038828449,1.137224277,3.555096938,4.65276667,2.988705739,3.249754875,0.370845403,2.257691114,4.902843468,4.442991441,0.849396017,1.268002165,4.20857354,2.023704925,4.522726291,0.729170302,4.654051631,1.096128888,2.864546921,2.302890248,1.165657339,2.768399292,0.925963235,3.413718772,1.968385298,1.3372529
1.402349367,1,0.385315513,4.023847586,3.298943878,0.72834435,3.567761017,0.264798235,0.821917037,3.577558502,2.984692669,2.861822411,3.234156822,2.976906975,3.329331458,2.792254008,3.708461697,0.245067682,4.451236349,4.406611554,3.94038231,3.41734511,3.251748502,3.018421125,1.031680007,1.4278421,1.85517669,3.829301791,4.845455455,3.468045603,1.56432856,2.804412309,1.318746838,1.642598707
1.386194902,1,4.389739022,3.04838045,0.764629923,1.478757464,0.786235404,3.335001161,3.534586042,1.40363197,4.822901815,3.560286381,2.45651748,4.729773658,0.037495976,3.157671698,4.234923294,3.283135672,3.861604851,0.452931577,2.85001114,3.481118021,2.236232793,1.996885818,2.546799857,1.636364192,2.687431958,0.632317752,4.831114029,2.481965135,1.608112397,0.045058176,0.702246337,0.395325895
0,0,2.897836491,1.489670998,3.892612759,0.881906519,2.418708598,1.369808409,2.92224068,0.350599719,1.410070288,4.975015112,0.792995847,1.71498712,4.870398955,0.551462355,1.120561756,4.655263631,2.27376045,0.546631036,1.82670446,3.655522867,0.676387513,0.251934211,0.695088759,1.379558217,1.877181659,4.669542371,0.433693753,4.706742445,3.626845815,3.68065963,4.902369156,4.21246055
0,0,1.090448253,4.512170485,1.512335436,2.29034464,1.722264263,1.396507606,1.313143947,0.530874374,3.216220139,1.506878669,2.105279691,0.510461711,1.033404205,3.507263323,1.574638443,3.717284985,3.102747347,1.986209725,3.75517657,4.848074849,0.429137456,4.309635965,4.642254288,1.017701622,0.595463875,3.103680176,1.719644,2.078394436,0.830782028,3.45039427,4.783406791,4.977268846
1.460768197,1,3.58721273,4.619487332,3.808657307,3.870073925,0.649740958,0.756904632,0.38385483,4.435521385,2.680111086,1.760970076,3.871849306,0.558449022,2.080130172,1.029287401,0.481203921,1.52566773,4.732921352,0.390754501,3.236536044,4.143546754,1.927335716,3.277618272,1.895475025,4.478127729,0.077232099,1.233279516,2.260575307,2.25002392,0.701780035,2.282060204,3.817654679,3.632298169
1.557998273,1,0.809356977,1.372455109,2.768112346,1.476556205,0.372250803,2.084391745,0.150058735,4.684786541,1.404671611,0.515417595,0.057841624,2.592784533,3.488840852,1.246886554,2.744422564,3.31901927,3.807182714,4.615628307,0.727224398,3.144266342,2.325595188,2.183528518,2.56463707,3.438196441,0.174747462,4.371862131,0.365348098,4.795271494,3.750755791,0.667206096,3.139909192,3.996862674
0,0,1.702906531,1.433790121,3.20789189,2.829181886,3.401847769,3.854847403,4.77387027,3.702955563,0.69234415,2.990508003,3.611230186,1.790071225,3.710494628,3.243771275,1.61706658,3.4134139,2.544660773,2.303180181,2.104268076,0.099787935,0.811047971,4.039710278,3.200356947,2.585597005,2.232394977,2.040135717,4.090000482,0.475101169,3.446317861,0.979827957,0.56624135,0.98131327
0,0,4.346281154,3.073814711,2.495498909,3.945568544,4.746623485,3.817261962,1.13737843,2.48968371,0.142861917,1.269237274,0.433469314,1.830941198,4.66290959,2.364010524,3.673346499,4.197434365,0.43253144,1.377733172,3.005357161,4.861792958,3.312289274,3.912018965,1.566371333,0.94766094,1.113342738,4.074255933,3.846066053,0.940901071,1.534629493,4.303622279,0.032164561,0.063426109
1.41523089,1,2.077248778,0.081082604,0.360800354,4.196651689,0.92077543,0.590097123,3.269580607,2.822920609,1.881923687,3.700022541,2.177363922,4.538039765,0.934397594,3.589562176,4.661599374,0.866953795,0.056401953,4.041557871,4.677603803,1.330422031,2.719140839,2.001362994,0.186541492,4.004831901,2.825516784,1.358573722,4.702870632,1.049216016,1.042254819,3.138644848,4.497492651,1.163400422
0,0,2.519322434,3.640328403,0.116534136,3.871363478,1.370349203,1.249708653,1.764209625,4.909367894,0.590292058,4.967564825,2.746309115,2.299098823,4.208023332,0.29042536,3.302771591,0.77584761,3.741541095,2.38782076,0.493467922,3.616564705,0.500322444,0.882243773,1.552889836,1.070835852,0.985470862,2.457834033,1.842969713,0.586276412,4.204175442,3.351537156,0.368783211,4.575000432
1.411447455,1,3.911794416,3.040193019,0.262314372,1.40090016,2.911515885,0.506443564,1.041722929,2.426383376,3.088127375,0.414460866,2.492022754,4.70564406,0.908197494,2.321054769,2.932619061,3.03209174,0.462887577,0.508301624,0.394724387,3.740166156,2.498916429,2.521621149,1.31707648,2.028153768,2.408177229,0.279491382,2.539678599,1.494385758,2.526356768,4.197389739,3.931056469,4.781462737
0,0,4.742135943,2.49801349,0.884448801,4.100402932,3.380360235,1.83590668,3.289108809,1.217703653,0.569692787,3.655299941,0.460899058,3.133019231,4.216304428,3.231816183,0.473066515,1.791953635,2.278895543,3.127931012,2.371142922,3.756677208,0.1084574,4.890000107,2.73477288,4.800910759,1.027637326,3.834612283,1.055354055,0.45744525,0.776607315,1.559894242,1.857414141,0.844012325
1.487093924,1,3.606257885,3.518587327,4.357508206,2.546195976,0.291851891,3.888017536,1.881794769,1.532481572,4.782161677,1.252436352,2.267978794,0.97395039,0.989662303,0.940265158,4.956862215,0.67723406,4.989110485,2.818893525,4.269131387,1.140053689,3.039903943,0.777962892,4.524040163,2.038340988,0.04955798,0.455854072,4.634597075,3.443408333,0.509285275,0.055870838,3.261948138,1.386613468
1.474161359,1,3.477685006,4.598491915,0.381856979,0.087904774,2.95995244,1.31847184,3.967789337,4.822796007,3.965279894,0.877873109,4.554254087,4.856058416,4.812745493,3.118325482,0.390681527,1.761667469,2.655580821,3.960373731,0.710982131,3.703015222,4.090171972,1.524238499,3.448507075,2.92810745,4.516060434,3.658978368,1.040646295,2.037239391,3.259495624,2.14125458,1.738223079,3.353048151
1.531271077,1,2.81811031,3.455148479,4.96139776,0.397922036,2.310111916,0.535795588,4.288061549,3.464556579,1.89811027,2.146435056,3.824659563,4.711497744,1.883144643,3.528724054,2.833588152,2.845414017,4.144287776,2.81549708,4.143085156,2.927954914,1.330039616,0.958332482,2.523531802,3.381614827,4.724446764,0.794083672,4.538375495,1.763181443,2.709277617,0.866014782,2.993773276,2.441555821
0,0,0.760510027,0.449794687,4.272649979,1.536449378,3.746536127,2.321192627,2.22247292,3.004930459,1.306244589,4.560428883,4.108195153,1.494565536,1.865875687,4.775694588,2.184007007,0.68993645,0.251409875,3.807281621,1.147021821,3.285481979,4.061893037,1.721426053,3.030956376,4.999746013,3.467311486,1.785264362,4.75298754,0.353745354,0.006336318,2.940592147,3.885848142,0.454321736
1.474764203,1,1.106540414,0.304593202,4.190344792,2.151209711,2.044057323,1.669989401,4.251807044,0.469006379,3.661387715,3.211667652,0.750387635,0.798115101,0.012395991,2.172264782,1.504883156,4.320965366,2.361123526,1.806167453,3.938568416,2.601279917,3.446578038,3.525734745,3.156671784,3.967397645,4.927533553,4.769094755,2.065173662,4.744274497,3.975531285,1.040225596,0.255388676,2.612723648
1.368636001,1,2.712437619,3.298984461,3.099219448,0.544819783,4.896222617,0.484626591,1.334417868,4.768523823,2.858229088,3.195617359,3.633858785,3.691886389,0.576238129,4.346879804,0.478905721,4.141301407,2.130413513,1.837101569,0.80584509,0.798939221,2.684704192,1.926606514,0.230949112,4.687580615,0.332415551,4.358746774,3.350614792,4.938663134,1.158289094,0.508940991,2.633352967,1.380594826
1.45823429,1,1.50030867,2.887336011,1.742325908,0.679886193,0.751441273,3.583575672,1.171970796,1.80229303,1.984766372,0.728680149,2.265565418,1.562450464,2.103286996,4.194524245,4.731914956,4.429792613,2.794017509,1.816506239,4.754029956,2.641455108,2.611059382,3.426160793,1.149452164,1.635669584,1.591485527,0.114418991,3.421038986,3.854479725,2.010395723,2.434929424,2.446314285,2.813990192
1.463068293,1,0.490472562,3.198622717,3.958422623,0.72090366,3.752327757,1.81453233,0.919401481,2.672342571,4.517540565,1.651433839,2.315288403,1.599248226,1.14653932,1.02137293,0.933145238,1.057483031,3.038890872,1.602348489,3.694910704,4.166306648,2.129368742,0.057961421,3.778906422,1.972266849,4.186905111,3.764079439,0.799874905,3.197070784,3.127191538,2.221699408,0.509381528,1.157915352
0,0,0.027434588,4.560438004,2.718836003,0.699959239,4.227380481,2.326401585,1.285264607,3.706014921,2.80739037,4.352749892,1.608751683,0.975602202,2.723571761,0.00436685,2.005787895,3.428673348,4.696575482,4.363866588,2.411615419,4.412798426,1.697974288,1.765712338,1.447676223,1.686718167,3.044097732,0.206960068,4.120294464,4.256379178,4.925018716,1.971419373,4.390782286,2.372916872
1.480258954,1,4.5283176,0.315650815,4.365100122,3.093310985,4.675838612,0.741136791,0.513534244,0.585339353,1.629266904,0.129399211,0.835337908,0.102982515,0.138602966,3.848709668,1.032545889,3.572129746,1.217066955,0.591629575,1.138178359,1.057774903,4.853351929,1.246951972,1.234445985,4.234065521,2.568405345,0.516615068,3.970041469,2.183185715,3.451004835,1.814234326,3.102454215,3.635974563
0,0,4.945534217,0.195768513,0.7087963,1.860241099,2.078902483,4.672358605,3.802774043,4.144609295,0.683630787,2.694315056,4.642215573,4.985857201,0.119419269,3.327247818,0.516069972,1.539669669,2.344548567,1.112890653,0.800050475,2.029655352,1.302080382,0.445238908,1.473623497,0.318666266,3.588547768,4.148503231,4.667820626,2.599940786,1.95614534,4.195852037,4.31563588,1.367042492
1.414716109,1,4.978415756,4.826067166,3.60896229,0.571695488,0.828884939,1.666468969,4.567793501,3.680372089,4.596187287,3.050739614,2.675404878,1.470141119,0.712035546,2.718113463,3.895947928,2.053985315,0.39437416,0.426081215,0.306702849,1.539833502,3.642635836,1.283069105,2.890509475,2.051308684,4.884094106,0.305203022,2.344433421,3.698547255,2.282053114,1.270174051,0.304685807,2.563959355
1.380045223,1,1.294142527,4.964362296,0.499384245,3.174192033,4.366492404,2.096414855,0.105449387,2.270466547,4.166567909,0.360070838,0.748745647,3.021864692,4.98499769,3.986918529,0.783078452,3.577497863,0.288754737,2.519492207,4.645916325,4.977655816,4.034812454,1.000211413,1.767472376,3.857568238,2.217428525,3.259710533,4.819660335,1.780769619,3.080348483,0.481959887,1.191913253,1.165333104
1.556424365,1,1.808967365,3.562897027,1.650244569,0.139052386,1.970690601,3.824058995,1.177039025,3.964974412,1.386450297,0.586642089,2.53251065,3.756446649,1.354444992,4.766695444,1.595381478,4.897235647,1.50037356,2.972236299,4.446888644,4.378243589,3.416249619,4.483898954,2.514937602,2.284503556,2.308438369,4.060363342,2.051750379,4.540890252,1.119636355,0.534802447,1.45210892,4.042628516
1.394734358,1,3.308047697,2.653972257,3.126348964,1.310904239,4.117423923,0.048949359,4.576706931,4.601136924,4.150965654,0.268522325,4.626437247,2.746630056,2.220828052,3.191409917,2.507115404,0.382024151,1.813894803,4.955891225,1.746856729,0.42713339,0.452612002,1.889757528,2.045652811,1.862905237,4.576343762,1.51935151,1.659629238,4.022858745,2.403820344,1.428358527,2.843021514,4.051284214
1.332625153,1,4.423856829,2.546523577,4.301065445,0.616167469,1.633460156,4.106531354,0.590523569,1.807747675,4.725452749,0.122424166,1.913427032,1.811260926,0.996985242,3.559226881,3.488397468,3.625489063,1.974512549,2.192231006,4.517846426,3.402600381,3.05196247,1.305854427,1.377955805,2.914826174,4.097811341,3.44393651,1.895450869,4.753193775,1.788135218,3.482162441,4.141191889,3.970203247
0,0,1.330793916,3.423597672,4.926642295,0.766593667,1.179277502,3.1674718,0.631815655,0.028888992,1.719753272,3.434799793,3.831928539,0.44823806,4.263253762,1.314534967,3.721548939,3.987701628,2.105262158,2.361893069,0.170233335,1.139759231,0.18484898,3.980644174,4.476568129,2.177445575,3.786381766,1.222470454,0.214033204,3.344636848,0.895811216,1.799286625,0.078162841,4.429150402
0,0,3.162162135,0.679433609,3.014811949,3.12773793,2.050062754,2.375166985,1.700702142,2.330719502,0.603103049,4.249126034,2.388521981,3.971649988,2.841735104,0.759237936,4.684805686,3.328273753,1.945881863,1.066506773,0.462302347,3.126710094,4.155925576,4.997615873,2.936794294,0.447870421,4.957767925,3.299197375,0.92971108,1.640798199,4.66863026,3.237579774,1.595860685,0.044061967
0,0,4.534381474,2.721470682,2.94496234,0.366886754,2.628744163,3.255665067,2.160361558,1.411275599,0.380552388,3.538694467,2.008238874,0.165389195,1.334173476,2.421318181,4.493386547,4.172934387,1.142349766,3.821128021,1.826591766,2.601149402,0.207675417,4.079200365,0.440758154,0.345778008,1.289431808,2.19879239,0.454175147,4.529985957,1.232400069,0.942135583,1.936357052,2.724056931
0,0,0.542793161,2.115139214,3.730365918,1.878313911,0.590172329,1.78627546,1.116248984,1.746482963,2.346167646,1.681597438,1.630288808,1.343528787,3.01214671,4.647105312,3.756449158,3.763999426,4.318329253,1.89322399,3.584470902,2.098067599,4.654231454,0.231977072,1.997316758,1.037149007,4.396508375,2.415382894,3.571596074,3.391732726,3.982312769,0.466241599,3.092135827,0.133517614
1.33119149,1,1.693424233,1.407289525,2.140557804,1.098578666,1.090893628,4.853509791,1.616927119,1.845131668,4.477565851,3.758140806,3.666431251,2.668919272,1.320776597,0.16881437,2.277405225,0.66450687,3.500469142,1.815845858,3.457908652,2.217071444,1.891390768,2.910534617,1.101395648,3.401242097,2.721488158,0.744368006,1.223058717,3.963922283,3.554404903,4.676357493,1.449383222,2.141080014
1.451734344,1,4.135411459,1.01992615,0.786201121,2.997728539,0.942614714,1.800844289,2.791452735,1.334947402,3.726105346,4.021220962,3.675171657,1.419261035,2.378018017,1.633570704,2.859719023,3.885767057,0.264838374,1.186406578,0.41531995,3.64557119,1.432977468,2.586292159,2.760792218,3.957874849,2.924323626,0.745257298,2.596357258,4.952805405,2.48217028,4.738270272,2.339345116,0.056465967
0,0,3.774234961,1.916274913,0.050876049,1.24417093,4.112857209,0.505168767,0.974502656,3.037947066,3.640966966,4.373319435,4.893312948,2.34402607,1.953103614,0.508480312,3.132199616,1.915313646,4.198400957,1.563734381,3.735484782,2.322133079,3.331698523,0.657249213,3.673543514,1.851375967,3.290519108,1.045099706,1.464879946,1.004043675,0.000820996,1.078206429,4.778921256,1.676671151
1.479342941,1,4.557254474,3.931178948,2.371946334,3.029086569,4.009541973,1.668538622,0.182579883,4.882014275,4.660148918,1.124402756,0.033766331,2.030463224,1.582229609,2.188802046,1.991600077,3.303202451,4.272207824,0.82094896,1.709420341,2.150130487,0.82526503,0.698741425,4.247007733,4.859396448,4.712978884,3.483906966,3.006326603,2.211623034,2.296464639,4.918929978,0.118275942,4.496405138
1.305836648,1,3.130214144,3.760180693,3.819409799,4.466582616,4.617361498,0.456507625,2.197764417,1.322957083,4.306712576,3.681331363,2.372283104,1.858478185,3.40766295,4.724042729,0.108377371,4.52844387,2.541909707,4.736705189,4.389214729,3.674877676,3.808083651,2.305446626,0.423445534,1.297445649,2.082369327,2.128104857,0.075474388,1.562039119,4.81925213,4.650423873,1.810619796,2.797319603
1.513143562,1,3.493788921,2.00557725,1.017009995,2.706235314,4.506786389,1.552571916,0.422103832,1.363819937,4.544298552,0.618000218,1.35101839,2.644954122,0.062046017,4.580192004,1.377257272,0.024730209,3.757567014,4.025285261,2.175694912,4.637004717,3.640879299,0.265047776,4.807169786,2.680569348,2.423852535,4.849865568,1.821762355,4.23200084,4.931748986,0.460999543,2.486444745,4.962333294
0,0,0.939598684,2.098268432,3.904863517,4.29496511,3.348722621,2.258075049,4.04199664,2.512748482,0.013137475,4.158350731,2.793321748,2.026087752,2.987413667,2.569138062,2.236660122,3.004545842,2.687274467,0.007275212,2.167835254,4.122170074,3.114844362,4.942405003,1.957925853,2.17707096,4.084310072,1.538546436,4.900401974,3.071197691,3.279822991,3.448313673,0.882591938,1.656768095
0,0,1.273215034,4.496526683,1.622686664,1.355460942,0.218470003,3.036952292,3.347971517,3.113124434,1.825572258,3.553813009,0.449192395,3.883528577,1.153033684,3.403150777,0.444808639,1.569450051,3.663989996,2.391027323,2.577902898,4.401724991,1.58381009,0.759599427,4.666023133,0.741905947,3.429579191,1.999316907,0.625169386,1.641742995,0.168977105,0.131697644,4.391738491,2.736013285
0,0,0.999833059,4.02932079,4.626521588,4.749818101,3.00145928,1.651771578,2.273974853,3.240547961,0.146631053,3.827269563,2.439226704,3.882829079,2.091875542,4.920889115,4.404999303,4.834078387,1.636208168,4.657532616,4.779065111,4.681467723,3.856473032,4.171063005,3.098658262,1.558843711,2.895605803,1.6502282,4.403771693,3.131486245,1.789514055,3.704343566,0.610517019,4.811456268
