Fitness,Label,AP_Eng1,AP_Eng2,AP_Eng3,HDG_Mode1,HDG_Mode2,HDG_Mode3,ALT_Mode1,ALT_Mode2,ALT_Mode3,HDG_Ref1,HDG_Ref2,HDG_Ref3,TurnK1,TurnK2,TurnK3,ALT_Ref1,ALT_Ref2,ALT_Ref3,Pwheel1,Pwheel2,Pwheel3
-14.145814,0,0,0,0,1,1,1,1,1,1,98.35230338,-164.9737491,87.20188391,14.18506082,13.55614515,12.92313489,212.0879532,77.37602197,729.8508583,-22.88422703,29.15754734,25.76698698
-44.09869456,0,0,0,1,1,1,0,0,1,1,160.1026888,158.209808,9.609208655,44.13794138,26.84780012,43.56499921,115.9710673,525.9096252,734.6450313,28.6753998,0.133811353,-15.85346268
-5.508707652,0,0,0,0,0,1,1,0,0,0,64.01565039,72.78024487,-156.2095314,5.547954471,4.658323,26.07684302,773.6133227,649.2614559,331.9380204,28.30831585,-3.453739598,9.946311006
0,1,1,1,0,0,0,1,0,0,1,57.87637968,20.03344973,-109.0519912,18.75446462,33.4983091,24.61895996,488.1398458,58.69711373,273.7367406,-4.843294458,-2.609350754,4.138352415
-7.487528437,0,1,1,0,0,1,0,0,0,0,7.465870275,-147.9690963,-10.09762265,38.54851779,7.405478673,17.6378034,988.8370057,155.9278065,109.542268,24.10187624,-17.00451037,16.75696921
-11.54392547,0,1,0,0,1,1,1,0,1,0,150.0601515,-9.921475181,46.1882719,42.60491482,15.04766622,35.59273037,841.8612564,178.0359418,77.23367982,22.34874565,23.61705816,27.14262817
-2.611008445,0,1,0,0,0,0,0,1,0,0,125.4547508,-92.45457783,-50.84839111,32.75888775,23.52673401,16.73615701,310.8142037,143.0102213,565.1192702,-14.84411668,-5.086273379,-25.45947089
-6.425993436,0,0,1,0,0,0,1,1,1,0,18.81123603,-135.3116614,80.7774963,6.465240255,31.13972064,33.43239583,304.8961434,287.757613,115.4933559,0.636261766,-26.55545355,9.622356921
0.43211973,1,1,0,0,0,0,1,1,0,0,-47.14477436,11.49075815,107.4532075,12.49559052,30.61965131,26.02910068,454.6465542,787.5652109,894.8764159,13.42933901,21.0283467,1.445306045
0.837819638,1,1,1,1,0,0,1,0,1,1,147.1974587,-119.8359945,-23.14003872,5.584776411,8.397741907,43.19426236,86.39369987,329.0729781,648.4788969,-25.61255398,5.410587318,-6.681028007
-5.571592449,0,0,0,1,0,1,0,0,0,0,-85.62783569,-148.846039,-39.35554418,5.610839269,22.77422369,43.03301456,153.0158119,43.50739858,641.1121489,1.090774622,26.78817832,0.163227652
-10.62613244,0,0,1,1,0,0,0,0,1,1,21.25593095,81.43154748,68.88602691,10.66537926,23.27322057,24.92327223,389.2584765,944.9471347,475.5846268,-3.495729776,0.914277409,-14.38326076
-31.04793377,0,1,0,0,1,0,1,0,1,0,-27.94829482,-86.31248363,-107.7419025,3.737428423,1.851305745,36.68851879,565.1695814,378.092829,875.0519995,-12.59738807,-19.89596212,4.6319295
-10.94513394,0,1,0,1,0,1,1,1,1,1,67.54868875,22.45193414,-21.85113283,41.09301324,17.69682929,29.14440104,261.1098992,676.2162418,130.5851103,21.03365694,-2.826074838,-22.18622307
-23.9502077,0,0,0,0,1,0,0,0,0,0,115.6604323,-73.04452772,-22.84546401,23.98945452,39.00895388,8.070187896,247.2647556,404.3009614,836.9843539,-16.52655068,19.64585791,-8.978143115
0,1,1,1,0,0,0,0,0,1,1,130.9560098,161.864375,-50.01261884,20.24689061,11.6832788,0.207173242,669.5196163,632.2608023,207.3773308,20.76219582,23.0623537,24.09454416
-23.60989547,0,1,0,0,1,1,1,1,0,1,-174.330573,-53.48361737,128.1793357,4.537983828,14.46974146,36.30637781,16.31449702,437.4377042,965.6134605,20.11993052,-6.405044075,-0.802403583
-40.2969932,0,0,0,1,1,1,1,0,1,1,129.2199957,14.20712698,46.43933083,40.33624002,26.80072245,2.349370714,3.646195278,843.4838454,926.2162105,-23.74617193,-28.31060714,6.252909667
-22.87253025,0,1,0,1,1,1,0,0,0,0,-75.03519882,-144.8479089,128.6432232,5.562476635,35.55559577,28.73220836,470.8627781,195.9393582,842.594547,-17.41755568,-25.07516276,15.75526619
0,1,0,1,0,1,1,1,0,0,1,59.17380804,113.0104528,-25.75072197,0.6298763,14.65595173,33.88722098,896.0513597,96.22785237,588.8266798,-27.19668805,8.522586876,-20.64365044
-14.16254488,0,0,0,0,1,1,0,0,1,1,4.750465136,57.72916501,0.330280249,14.2017917,43.79285231,33.84462307,440.6600258,604.6591538,156.4197391,-9.894441385,24.71344598,12.03341391
-31.03076814,0,1,1,1,1,1,0,0,1,0,-22.44438184,-18.49404766,-158.36858,3.491246878,19.36202365,27.78608628,741.8065563,451.1555743,443.3835383,-26.90535301,-26.42025913,-21.4516781
-0.464945312,0,1,0,1,0,0,0,1,1,1,52.60225353,-33.21287512,40.72798691,30.61282461,1.804880298,39.45435788,319.8366843,301.2734405,277.6491515,-27.47544047,-9.147731499,-23.89039101
-8.641880825,0,0,1,1,0,0,1,0,1,0,-44.70508448,-38.76059119,102.4358584,8.681127644,19.54967385,28.596663,520.2495723,773.006154,47.08751639,22.46579186,-29.3643172,19.81504558
0,1,1,0,1,0,0,0,0,0,0,-94.65620658,112.6797822,146.9456922,26.38169308,8.411520559,17.46401044,922.8454537,749.4766658,575.9087207,-19.70022561,-13.41758647,12.00956856
0,1,0,1,0,1,0,0,1,0,1,40.85292744,-48.12798539,-26.37896971,2.423996651,28.33921922,1.345020947,571.1878047,773.8808201,137.8256215,-0.000902136,15.23020401,-3.305351454
-0.196119302,0,1,0,1,0,0,0,0,1,1,-14.14987902,-90.02513571,-150.7368708,31.21536802,8.099922728,32.47777901,724.2333609,472.7734651,624.7827242,19.50949892,-23.93764862,-0.444142995
-12.02581008,0,0,0,0,0,0,1,0,1,1,25.84179711,85.49980927,23.51943713,12.0650569,24.35783816,6.181442955,953.4636126,221.8333654,621.2255843,-28.0770008,-3.358784218,29.82830893
0.80958846,1,1,0,1,0,0,0,1,0,0,-36.19191207,122.5121614,-133.9799541,0.878638487,26.11102926,1.679661844,56.18183618,995.8047912,19.50111918,-7.66985617,-10.04926055,-21.68606447
-43.57759131,0,0,0,0,1,1,1,1,0,1,-179.9411753,-98.19688586,-168.1685441,43.61683813,11.15334596,15.14320039,272.7391413,244.2328142,273.5226234,-23.06236627,6.276806832,-7.751625602
-33.27159645,0,0,0,0,0,0,1,1,0,1,149.6404721,-10.23643782,-47.9253891,33.31084327,1.731442728,4.547496509,541.4366789,92.615249,534.7235242,2.934327834,-0.212247638,-10.31264166
-6.046538602,0,1,0,0,1,0,1,1,1,1,145.9205238,160.2514945,-22.46416883,22.1013407,11.72110761,8.068886575,116.602222,878.8575237,434.6892616,-4.492238822,-25.21472816,20.00753927
-50.65669254,0,1,0,0,1,0,1,0,1,0,-67.55636574,105.9249599,156.601804,42.6748483,44.11247129,0.017607189,737.9114388,799.4488207,139.3443622,21.44288113,8.141507041,23.79451866
-12.08455895,0,1,1,0,0,1,0,0,1,0,-122.4170662,-173.3620048,102.8390732,42.67885589,22.68044648,9.692991703,144.935219,971.3890164,142.0476405,12.28543644,8.641936203,-22.14123326
0,1,0,0,1,1,1,0,0,0,1,140.6528692,149.7984364,173.8535329,2.768867237,25.42448744,37.71331934,602.7419047,411.6263823,873.5913124,-20.28365044,4.144469889,-8.697764039
-11.05263,0,1,0,0,0,1,1,0,1,1,23.07529834,-78.49061661,-109.678336,41.49344858,7.965379042,36.60545874,792.4210348,247.1963352,989.5919477,3.065755232,-11.11602183,-18.10905315
-10.09272014,0,1,1,0,1,0,1,0,1,1,-176.0737441,-89.2797574,-1.863363611,18.96826922,23.90192555,23.4343838,318.2437502,345.90177,374.4344616,27.66582065,-21.51187815,29.2281213
-41.46480363,0,0,0,0,1,0,0,0,1,1,81.62871254,-14.18430097,171.1436063,41.50405045,2.366319127,23.9195595,750.7297292,808.1188602,346.7480776,24.74443674,17.69398159,6.796038584
-5.287051601,0,1,1,0,1,0,0,0,1,0,170.9439503,-83.14919797,-158.3949503,35.5125053,6.867706392,34.80059545,246.2668086,736.529352,453.0431686,-6.976015037,4.531081884,-4.319735815
-4.289908173,0,0,0,1,0,0,1,1,1,0,63.30154181,118.3964861,-175.6494245,4.329154992,24.16622199,11.61346972,862.1796902,997.3348537,594.5041329,-12.53005056,-23.72271535,1.400676246
-37.84957604,0,0,1,0,1,0,0,1,0,1,-69.37992014,109.5654454,-18.17650335,37.88882286,36.99171444,33.04613834,141.1568603,454.520897,486.472869,-20.61724827,-3.858390466,-14.78167142
-26.8150575,0,0,1,0,0,1,0,1,0,1,135.437411,-8.311105356,-25.68878549,26.85430432,17.59160138,40.4951674,83.25551436,451.7782738,531.812962,29.19045227,14.62795013,-15.41287683
-28.68862423,0,0,1,0,1,0,0,0,1,1,-75.10230903,158.4647213,67.09726127,28.72787105,16.42953362,29.20127706,43.585345,751.6554556,203.6652369,10.33891192,-15.89686118,-20.45890304
-4.580242424,0,0,1,1,0,0,1,1,0,1,70.76347625,-25.60699392,-149.2873433,4.619489243,9.89283078,41.91100835,84.30926741,92.41989009,129.5930428,-19.28405579,17.46517936,3.585103351
-0.110233339,0,1,0,0,0,1,1,1,1,1,118.6373561,124.139111,-171.4520257,30.25811264,18.06119375,13.1600202,66.6421247,992.7418698,80.42530186,28.44422314,-20.75934881,12.60238238
-4.279275391,0,0,1,1,1,0,0,1,0,1,156.674714,115.5158852,29.11353375,4.31852221,17.72473251,1.649421804,809.2368249,460.922162,144.2987273,-0.493543482,9.634609283,13.41318869
-7.007693342,0,0,0,0,0,0,1,1,1,1,-69.34964131,-27.15961332,104.144081,7.046940162,41.55584185,29.27923866,173.8251909,418.8440897,235.9928143,-10.47501871,16.3327765,22.30028738
-4.774788465,0,0,1,0,1,0,1,0,0,1,-112.5683525,31.95081291,37.89501667,4.814035284,24.20316771,4.943072813,606.9723159,535.5337285,840.149653,-3.215121331,-18.6713743,-6.021352979
-58.31271405,0,1,0,0,1,1,0,0,1,1,29.88689506,-123.5071108,28.71204298,30.77319279,42.29403489,36.60016831,326.8889341,223.1117473,877.0280878,-23.7545338,-2.339164529,21.0424192
-35.82548571,0,0,1,0,1,0,1,1,0,0,-36.25497308,-118.0517296,69.74164829,35.86473253,42.82806147,36.16345131,555.9762047,643.8919626,604.0707174,-5.291695748,28.39363509,26.09417897
-19.77933802,0,1,1,0,1,0,1,0,1,0,-70.40334802,-115.697528,-160.0534652,30.8861817,10.72651287,5.849294982,614.0294112,76.54212291,36.8547004,-11.54803824,-6.803144062,-6.343670043
-7.200231915,0,1,0,0,0,1,1,0,1,0,162.8495004,-119.4549544,12.89192937,37.6530524,2.527583989,1.082340834,755.8737851,715.0231127,9.520370157,3.998709419,22.32349478,-21.58035103
-36.28898068,0,0,1,0,0,1,1,1,1,0,-19.46056634,-117.0480955,-53.42935892,36.3282275,14.8461888,4.45524762,157.9139592,324.2872225,382.9894271,-12.93909541,-29.54935129,27.16012071
0,1,1,0,0,0,1,0,1,0,1,-131.1246944,-43.437606,108.3403905,24.7072814,30.23756342,22.68734159,419.2850809,856.5443472,734.2032878,10.73899472,-14.60475466,-6.074881081
-28.1478793,0,1,0,1,1,1,1,1,0,0,-145.0053893,-88.18607321,131.0540741,1.12428919,6.552675817,2.518465809,594.2631243,746.3279042,889.4059484,-10.44844819,-11.68791652,28.56726006
0,1,1,0,0,0,1,1,1,0,1,-175.164704,91.98488303,-58.27292032,21.78385505,7.485103812,15.15653884,715.9202476,617.9522252,762.0030964,-11.03481237,18.66704331,29.05337407
-25.54120812,0,1,1,0,1,0,0,0,0,1,117.8641025,-135.1562988,-88.23852526,34.75858361,8.356634836,39.64617212,204.6700934,648.5934558,529.6258974,14.56414544,-13.28516015,0.567869018
0,1,0,0,1,1,1,1,1,1,1,2.131235861,74.56762498,-159.3057457,2.33763494,25.23536178,32.98478885,432.0256614,809.7719449,189.2481335,3.161747768,-23.36953075,2.555315332
-43.05567673,0,1,0,1,1,0,0,1,1,0,25.53123765,-40.51029799,-163.1805771,15.84142261,22.54278725,1.060536483,576.0994693,464.6346541,243.1507119,-24.83362986,29.29855273,24.65251068
0.082247351,1,1,0,1,0,1,1,0,1,0,-87.68803038,-55.10409887,-43.13347775,15.64157632,2.58639259,1.987899096,332.0120271,631.2919423,94.43072946,17.28001218,27.6489624,-9.132532059
-30.99067742,0,1,0,0,1,0,0,0,1,1,118.1956728,-53.4658209,153.9100307,37.21836724,10.50595709,15.10931549,791.9975567,59.66670182,821.212994,23.44434727,29.84638214,-4.147215505
-17.85120025,0,1,0,0,1,0,0,0,1,0,-88.05705339,174.6850446,-153.2431574,11.20978911,26.87706612,16.00218134,323.3918127,485.8882179,466.649537,21.86635376,25.03585448,-19.01648524
-6.035309462,0,0,0,0,0,0,1,0,1,1,-174.2467859,-73.53948886,-4.783891163,6.074556281,38.31018293,42.3477832,890.9261174,115.1060268,900.9183714,-5.142549575,-14.55658658,15.00859425
-12.91662295,0,0,0,0,0,0,1,1,0,0,5.339285796,-120.83937,-54.30531035,12.95586977,3.72067048,24.29764117,373.2334444,429.0648581,750.827457,-9.479354886,7.253066654,19.50094662
-27.21425412,0,1,0,0,1,0,0,1,0,1,30.02290228,-157.6739808,-61.35805413,2.754966961,14.60566041,1.811495676,447.6186266,442.4551463,925.6062965,-21.12109161,25.90361586,13.36135431
-5.590235253,0,1,1,0,0,1,0,1,0,0,76.54773702,64.47710125,129.1511676,35.73811455,37.81311772,39.04613312,681.2065531,484.9034803,746.7535038,11.92449995,11.07627567,16.59341137
-65.183669,0,1,0,1,1,0,1,0,1,0,-13.22690878,78.00663915,-100.8478608,37.90211405,28.3538293,20.65035455,608.6768155,61.19136468,481.7089471,-11.34560486,26.17580548,16.53690806
-4.030260014,0,1,1,1,0,1,1,0,0,0,-14.80212686,45.61505713,-94.6930418,35.09124937,41.24362122,27.51834574,322.3199581,148.2595769,734.761053,29.27640489,-17.72995201,9.151174179
-11.35417658,0,1,1,0,1,0,1,1,1,0,-116.6300883,-15.98816539,66.73507686,16.79370272,34.12705549,43.26868409,115.0826253,830.6606086,67.69124234,28.12668721,-7.421438511,-27.90611838
0,1,1,1,0,0,0,1,0,1,0,46.01788556,-18.71162133,36.96259838,26.08009711,4.09681392,28.07922542,799.1094972,645.1954684,298.5006809,-22.51938288,27.66505864,29.78773473
-12.27907606,0,0,0,0,0,1,1,0,0,1,-96.08712577,-47.98958385,-118.7155815,12.31832288,20.15934927,33.76350445,944.5182105,357.4908381,324.7161738,14.8288068,-13.2106143,-1.150989074
0.609669253,1,1,0,1,0,0,1,1,0,0,164.3603238,72.70913377,-79.2094475,10.81751679,25.49294255,38.86831271,812.6600496,555.5746227,224.41598,11.96109118,-10.7975922,16.64013624
-4.892714855,0,1,0,0,0,0,0,1,1,1,-140.3008926,179.8989613,-15.9530287,35.04059416,23.96174138,39.39775079,250.6598371,232.7505071,719.8810458,-5.782562482,-4.949158935,18.50823792
-32.31442694,0,0,0,0,0,0,0,1,0,0,170.1168097,-82.70907519,-77.33348203,32.35367376,22.87636153,35.37609334,483.138784,346.3807333,611.1375548,-2.068988073,23.8935597,-23.83500839
-70.2312306,0,1,0,0,1,0,1,1,1,1,29.78257959,0.273775057,164.014945,43.01697648,22.8337271,29.02502125,776.2422286,721.9624408,91.30400568,4.471711901,-13.64436131,10.71006691
0.492946626,1,1,1,0,0,0,0,0,0,0,-66.74566851,87.14244541,-126.8521978,6.50093689,44.42137179,36.2185645,989.7032791,77.71756153,299.9668069,20.5821633,6.253081497,-22.46877637
0.80958846,1,1,1,1,0,0,1,1,0,1,-31.4283437,-135.5053871,-174.2314915,0.497319108,29.14629405,40.46397515,298.5294903,158.8409356,807.5657287,-20.61339338,12.37845796,-14.10805222
-42.02109495,0,0,1,1,1,0,0,0,0,0,-149.9115026,126.4620613,-80.1259507,42.06034177,27.84377696,34.73971886,471.2778555,256.5554217,35.518552,-4.079129765,24.33423797,5.835221284
0,1,0,0,1,1,0,1,0,1,1,-1.863915331,-121.9282959,-109.3422855,1.517469348,32.34301716,42.82747186,756.9095065,563.0826138,546.8188586,21.11238869,2.17911832,-29.56131152
-7.407802661,0,1,1,0,0,1,0,0,1,1,164.6738465,-138.5011437,-167.5182632,37.61569025,20.36409577,37.0176757,299.1916415,359.659838,56.05304111,-10.30940811,22.49728273,24.50413512
0,1,1,1,1,0,1,0,1,0,1,133.6517548,11.11543453,63.70412929,20.6934223,42.18891176,38.82892166,457.7736439,851.2712551,709.339377,-16.64016021,8.083644132,25.9263684
0,1,1,0,1,0,1,0,1,1,1,-94.3494718,155.9462755,156.1757677,19.14169803,22.10826668,11.02899183,245.3832457,960.8221389,277.7471705,-28.00121627,-0.641257849,-1.330155288
-11.85574003,0,1,0,0,1,0,1,1,0,0,126.6579407,159.7279863,-30.62779271,16.29213927,34.60215408,18.09305615,5.103615079,96.03096208,327.9652267,2.423490211,4.786738537,24.29815947
0,1,1,0,0,0,0,0,0,0,0,163.4261755,-163.0303107,-42.9837955,19.44024129,44.28787446,28.88564104,674.9170205,367.4524024,419.5650245,18.25689353,-4.628502008,15.67013981
0,1,1,0,1,0,1,1,0,1,1,175.0298272,-10.09120057,-85.06748327,24.49677215,28.80535094,7.602221531,600.864606,879.3222978,766.0129563,27.73675713,-20.73015954,25.31885683
-4.398327131,0,1,1,0,1,0,0,0,0,1,-137.9753845,-33.79826362,-83.73230235,24.66266223,0.527803036,12.3083553,540.3180323,254.481535,974.9041406,22.72056505,26.93107861,21.30327422
0.891969008,1,1,1,1,0,1,0,0,1,0,22.45176092,96.39926537,-116.1039035,4.74321912,14.80192774,18.47327856,896.7777797,80.96515877,436.2846747,4.792190827,25.8445438,-0.023943199
-12.12629316,0,1,0,1,0,0,0,1,0,0,-21.81799459,2.166859508,-62.3871447,42.27417246,7.04693448,2.977531592,735.0211245,178.5382644,681.7708831,8.052871335,-19.20999229,25.08484634
0,1,1,1,1,1,0,1,1,1,1,-131.9381304,-158.9672627,-155.1376654,29.66221348,1.274093432,39.57389858,275.3234601,283.8048383,816.5591356,21.20376427,2.030434358,-22.00443311
-29.90078694,0,0,1,0,1,0,1,1,1,0,-59.72718265,45.69523399,-147.5483047,29.94003375,41.30136068,30.50276216,198.6530984,527.0625388,146.4351661,24.8041547,-29.62956029,26.61129024
-7.993111262,0,0,0,0,1,0,0,0,0,1,-117.3814373,60.23468333,-44.24562775,8.032358081,28.45630472,18.4319694,789.2148282,819.4684737,283.8862557,-6.920459978,-20.8393883,-24.72716446
-65.10067965,0,1,1,1,1,0,1,0,1,1,16.44785104,-80.77248725,114.2701259,37.82494067,39.5119056,38.04546451,70.32915413,182.5910874,439.9502399,-8.369564411,17.99284196,2.729226646
0,1,1,0,1,0,1,0,0,0,0,158.4118725,84.63596807,48.78212777,24.66226879,40.89882919,27.89219851,241.1912974,662.3779025,805.9273168,-9.616503771,22.76351638,-11.67532749
-21.4511299,0,0,1,1,1,1,0,0,0,0,62.58097715,3.715520761,-64.51240418,21.49037671,29.31921081,20.57647693,543.5444709,499.921912,792.2072137,-26.93431166,-27.888713,17.39127359
-34.96740948,0,0,1,1,0,0,0,0,1,1,-39.18399805,46.6976292,147.158306,35.0066563,7.592193283,36.41302993,927.3887837,333.9257901,829.2762234,-20.19156591,-4.626012227,-23.35356625
0.850405259,1,1,1,1,0,1,1,1,1,1,4.22016584,3.980924544,26.39336963,6.83596967,2.303464152,33.49627511,767.8039757,895.4168073,96.58770266,-9.877562792,25.54284993,-28.79454629
-16.53581498,0,0,0,0,0,1,0,1,0,0,135.5920733,-118.3702837,-79.66193787,16.5750618,19.16419929,8.400689667,343.6118484,486.6397537,481.8173808,-24.99352299,-26.5133689,28.78372803
-14.12494077,0,0,0,0,0,0,0,0,0,1,-45.53992663,-154.8515612,-57.04728429,14.16418759,6.206123561,31.32068937,242.833768,392.033242,897.9083939,15.25133309,-14.73668462,17.86869951
-3.242533438,0,0,1,1,1,1,0,1,0,1,-172.6440979,-94.45165844,-44.58346708,3.281780257,16.64586772,5.97256622,707.1764167,500.5389021,71.90982796,23.44236279,25.85316001,-2.052039722
-37.17937634,0,1,0,0,1,0,0,0,1,0,20.23258379,42.85005581,-132.9299436,8.93547504,25.69702796,7.397522583,771.735508,474.9791242,575.8206398,15.32370519,-24.25135781,1.129617615
-4.561480037,0,1,0,1,0,1,1,1,1,0,106.2028871,172.216024,85.31075034,34.70935934,9.681533441,38.52508105,60.09967075,211.9261529,955.0534266,17.22121791,-19.70779166,12.6374953
-25.17639108,0,0,0,1,1,1,1,1,0,1,-129.9884353,146.5552685,83.6042558,25.2156379,21.37168299,10.02221082,806.0817255,27.84345707,712.4871151,9.126495533,-12.59401899,13.98965398
-3.813174556,0,0,0,1,0,0,1,1,1,0,-127.454158,133.6875212,124.5249418,3.852421375,41.71530948,34.1410651,492.6971832,180.2419628,222.0682702,18.85500092,-10.63678542,18.08936001
-37.81133209,0,0,1,0,1,1,0,1,0,0,-95.69276032,-157.6553878,-122.7475583,37.85057891,18.46609386,4.566984095,138.2642969,415.309333,315.4434891,17.4378424,28.7072487,-11.67665969
-26.31778046,0,0,0,0,0,1,1,0,0,0,32.41703607,-130.5674212,94.59873418,26.35702728,21.53322998,29.26831595,780.1783077,987.5271431,46.38775112,16.92883211,-2.605682627,12.98780731
0.877330128,1,1,0,0,0,0,0,1,0,1,33.8540467,-62.80777424,153.4215792,4.361844322,26.16197748,2.674750765,388.0782938,982.9337967,658.0003911,-26.1379521,27.93369458,-25.64690292
